filename,distortion_scale,flip_prob,loss,samples_per_point
ILSVRC2012_val_00026001.png,0.5,0.0,2.2243733406066895,1
ILSVRC2012_val_00035367.png,0.5,0.0,1.7458246946334839,1
ILSVRC2012_val_00017440.png,0.5,0.0,4.115252494812012,1
ILSVRC2012_val_00026908.png,0.5,0.0,1.0908995866775513,1
ILSVRC2012_val_00028221.png,0.5,0.0,6.356180191040039,1
ILSVRC2012_val_00018317.png,0.5,0.25,7.817481517791748,1
ILSVRC2012_val_00045761.png,0.5,0.25,0.037851929664611816,1
ILSVRC2012_val_00020011.png,0.5,0.25,0.16296319663524628,1
ILSVRC2012_val_00026001.png,0.5,0.25,0.7554246783256531,1
ILSVRC2012_val_00035367.png,0.5,0.25,0.14892792701721191,1
ILSVRC2012_val_00017440.png,0.5,0.25,0.019129902124404907,1
ILSVRC2012_val_00026908.png,0.5,0.25,0.19261305034160614,1
ILSVRC2012_val_00028221.png,0.5,0.25,0.15739387273788452,1
ILSVRC2012_val_00018317.png,0.5,0.5,8.14953327178955,1
ILSVRC2012_val_00045761.png,0.5,0.5,7.945289611816406,1
ILSVRC2012_val_00020011.png,0.5,0.5,0.3176567554473877,1
ILSVRC2012_val_00026001.png,0.5,0.5,1.4312090873718262,1
ILSVRC2012_val_00035367.png,0.5,0.5,0.2178252935409546,1
ILSVRC2012_val_00017440.png,0.5,0.5,0.054684922099113464,1
ILSVRC2012_val_00026908.png,0.5,0.5,0.24333007633686066,1
ILSVRC2012_val_00028221.png,0.5,0.5,0.05305268615484238,1
ILSVRC2012_val_00018317.png,0.5,0.75,5.776969909667969,1
ILSVRC2012_val_00045761.png,0.5,0.75,1.4243080615997314,1
ILSVRC2012_val_00020011.png,0.5,0.75,1.1384247541427612,1
ILSVRC2012_val_00026001.png,0.5,0.75,3.3967180252075195,1
ILSVRC2012_val_00035367.png,0.5,0.75,1.6829482316970825,1
ILSVRC2012_val_00017440.png,0.5,0.75,0.39881742000579834,1
ILSVRC2012_val_00026908.png,0.5,0.75,5.64301872253418,1
ILSVRC2012_val_00028221.png,0.5,0.75,1.172419548034668,1
ILSVRC2012_val_00018317.png,0.5,1.0,8.723078727722168,1
ILSVRC2012_val_00045761.png,0.5,1.0,4.125883102416992,1
ILSVRC2012_val_00020011.png,0.5,1.0,1.1074485778808594,1
ILSVRC2012_val_00026001.png,0.5,1.0,4.840959548950195,1
ILSVRC2012_val_00035367.png,0.5,1.0,5.4299702644348145,1
ILSVRC2012_val_00017440.png,0.5,1.0,6.397850036621094,1
ILSVRC2012_val_00026908.png,0.5,1.0,7.720083713531494,1
ILSVRC2012_val_00028221.png,0.5,1.0,3.000316858291626,1
ILSVRC2012_val_00026271.png,0.0,0.0,0.21229562163352966,0
ILSVRC2012_val_00049090.png,0.0,0.0,0.06535016745328903,0
ILSVRC2012_val_00037748.png,0.0,0.0,0.045028526335954666,0
ILSVRC2012_val_00016252.png,0.0,0.0,0.09103555232286453,0
ILSVRC2012_val_00020495.png,0.0,0.0,0.06421195715665817,0
ILSVRC2012_val_00003116.png,0.0,0.0,0.047659602016210556,0
ILSVRC2012_val_00027811.png,0.0,0.0,0.07795796543359756,0
ILSVRC2012_val_00034482.png,0.0,0.0,0.0761910006403923,0
ILSVRC2012_val_00026271.png,0.0,0.25,0.8626060485839844,1
ILSVRC2012_val_00049090.png,0.0,0.25,0.05000554025173187,1
ILSVRC2012_val_00037748.png,0.0,0.25,0.06058119982481003,1
ILSVRC2012_val_00016252.png,0.0,0.25,0.08756549656391144,1
ILSVRC2012_val_00020495.png,0.0,0.25,0.04421965032815933,1
ILSVRC2012_val_00003116.png,0.0,0.25,0.05121835693717003,1
ILSVRC2012_val_00027811.png,0.0,0.25,0.01226066518574953,1
ILSVRC2012_val_00034482.png,0.0,0.25,0.1484399139881134,1
ILSVRC2012_val_00026271.png,0.0,0.5,0.4961112141609192,1
ILSVRC2012_val_00049090.png,0.0,0.5,0.03528200462460518,1
ILSVRC2012_val_00037748.png,0.0,0.5,0.060417819768190384,1
ILSVRC2012_val_00016252.png,0.0,0.5,0.07398724555969238,1
ILSVRC2012_val_00020495.png,0.0,0.5,0.02333943359553814,1
ILSVRC2012_val_00003116.png,0.0,0.5,0.04266093298792839,1
ILSVRC2012_val_00027811.png,0.0,0.5,0.06437025219202042,1
ILSVRC2012_val_00034482.png,0.0,0.5,0.9933583736419678,1
ILSVRC2012_val_00026271.png,0.0,0.75,0.2129201591014862,1
ILSVRC2012_val_00049090.png,0.0,0.75,0.01995932124555111,1
ILSVRC2012_val_00037748.png,0.0,0.75,0.06200537458062172,1
